#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC,Explicit
16,"Houdini","Dua Lipa",117,8A,79,2024-07-24,03:05,85,"pop","Radical Optimism",2024-05-03,74,0,0,87,0,0,-5,A Minor,4,6D8y7Bck8h11byRY88Pt2z,GBAHT2301246,no
17,"Don't Start Now","Dua Lipa",124,10A,79,2024-07-24,03:03,85,"pop","Future Nostalgia",2020-03-27,79,1,0,68,0,10,-5,B Minor,4,3PfIrDoz19wz7qK7tYeu62,GBAHT1901121,no
18,"Espresso","Sabrina Carpenter",104,8B,76,2024-07-24,02:55,87,"pop","Espresso",2024-04-12,70,11,0,69,0,10,-5,C Major,4,2qSkIjg1o9h3YT9RAgYN75,USUM72403305,yes
19,"Solo","Myles Smith",123,8B,44,2024-07-24,03:19,71,"","Solo",2023-11-15,59,72,0,37,0,10,-8,C Major,4,4Skkx52Dh8yo4G1ijAEGs3,UKXN22382205,no
20,"greedy","Tate McRae",111,11A,73,2024-07-24,02:11,87,"","greedy",2023-09-15,75,26,0,82,0,10,-3,F#/G♭ Minor,1,3rUGC1vUpkDG9CZFHMur1t,USRC12301932,yes
21,"feelslikeimfallinginlove - Single Version","Coldplay",121,8B,52,2024-07-24,03:57,71,"","feelslikeimfallinginlove",2024-06-21,63,4,1,34,0,10,-8,C Major,4,1YsU8rW2u8z4F0pwOBQ4Ea,GBAYE2400676,no
22,"Eyes Closed","Imagine Dragons",87,3A,68,2024-07-24,03:20,72,"","LOOM",2024-06-28,72,4,0,50,0,0,-7,A#/B♭ Minor,4,7xDd7gl6AGgpiOz5trz4dM,USUM72402448,no
23,"July","Noah Cyrus",73,8A,19,2024-07-24,02:36,81,"","THE END OF EVERYTHING",2020-05-15,71,87,0,32,0,0,-9,A Minor,4,6J2LdBN97cDWn0MLxYh9HB,USQX91901092,no
24,"I Can Do It With a Broken Heart","Taylor Swift",130,8B,75,2024-07-24,03:38,79,"","THE TORTURED POETS DEPARTMENT",2024-04-18,70,12,0,22,0,10,-8,C Major,4,4q5YezDOIPcoLr8R81x9qy,USUG12401040,yes
25,"Oscar Winning Tears.","RAYE",142,4A,42,2025-02-11,03:03,76,"","My 21st Century Blues",2023-02-03,52,45,0,33,10,10,-7,F Minor,3,0iO2iCAjtX0t5duvczNQt6,QMDA62229905,yes
26,"Prada","cassö,RAYE,D-Block Europe",142,4B,72,2025-02-11,02:12,83,"hypertechno, grime, uk drill","Prada",2023-08-11,64,0,0,42,0,10,-6,G#/A♭ Major,4,59NraMJsLaMCVtwXTSia8i,GBCEN2300147,yes
27,"A Bar Song (Tipsy)","Shaboozey",81,11B,71,2025-02-11,02:51,84,"","A Bar Song (Tipsy)",2024-04-12,72,6,0,60,0,0,-5,A Major,4,2FQrifJ1N335Ljm3TjTVVf,USUYG1541249,yes
28,"Sugar Sweet","Benson Boone",170,10B,83,2025-02-11,02:49,70,"","Sugar Sweet",2023-03-03,54,3,0,62,20,0,-3,D Major,4,5ZzaQW3InamKZ0KdJVQ1GO,USWB12300270,no
29,"Lose Control","Teddy Swims",160,11B,60,2025-02-11,03:30,90,"","I've Tried Everything But Therapy (Part 1)",2023-09-15,56,20,0,24,0,10,-4,A Major,3,17phhZDn6oGtzMe56NuWvj,USWB12302315,no
30,"Beautiful Things","Benson Boone",105,6B,47,2025-02-11,03:00,90,"","Fireworks & Rollerblades",2024-04-05,47,15,0,22,0,10,-6,A#/B♭ Major,3,3xkHsmpQCBMytMJNiDf3Ii,USWB12307016,no
31,"Taste","Sabrina Carpenter",113,5B,91,2025-02-11,02:37,88,"pop","Short n' Sweet",2024-08-23,67,10,0,72,0,30,-4,D#/E♭ Major,4,5G2f63n7IPVPPjfNIGih7Q,USUM72404100,no
32,"False Confidence","Noah Kahan",109,2B,66,2025-02-11,03:43,76,"","Busyhead",2019-06-14,41,16,0,33,0,10,-8,F#/G♭ Major,4,7nDFTHHwfe32a8qdp9XqPy,USUM71814497,yes
33,"Please Please Please","Sabrina Carpenter",107,11B,59,2025-02-11,03:06,86,"pop","Short n' Sweet",2024-08-23,68,26,0,62,0,10,-6,A Major,4,2tHwzyyOLoWSFqYNjeVMzj,USUM72404101,yes
34,"Burning Down","Alex Warren",172,3A,67,2025-02-11,02:59,65,"","Burning Down",2024-09-20,50,7,0,44,0,0,-4,A#/B♭ Minor,4,7gxQXemQ5MBeK9PUrKRtfV,USAT22408615,no
35,"Espresso","Sabrina Carpenter",104,8B,78,2025-02-11,02:55,88,"pop","Short n' Sweet",2024-08-23,70,13,0,71,0,20,-5,C Major,4,2HRqTpkrJO5ggZyyK6NPWz,USUM72403305,yes
36,"Too Sweet","Hozier",117,6B,62,2025-02-11,04:11,82,"","Unreal Unearth: Unaired",2024-08-19,74,3,0,93,0,0,-6,A#/B♭ Major,4,76JKIsdKrAfWUMjaA0u7v5,USSM12401865,no
37,"The Door","Teddy Swims",128,1A,86,2025-02-11,03:32,89,"","I've Tried Everything But Therapy (Part 1)",2023-09-15,73,2,0,76,0,10,-5,G#/A♭ Minor,4,3dj4wgM3cPeuLwMNHDuBon,USWB12302870,no
38,"Good Luck, Babe!","Chappell Roan",117,10A,58,2025-10-31,03:38,90,"","Good Luck, Babe!",2024-04-05,70,5,0,79,0,0,-6,B Minor,4,0WbMK4wrZ1wFSty9F7FCgu,USUG12401967,no
39,"Carry You Home","Alex Warren",124,6B,66,2025-10-31,02:46,86,"","You'll Be Alright, Kid (Chapter 1)",2024-09-26,53,47,0,46,10,10,-7,A#/B♭ Major,4,1wOp7yTVyH176bW1z9WAiv,USAT22403017,no
